Unnamed: 0,return,RV,RBV,RTV,TrueSD,target
45,-0.2977219773849854,1.0965994166678372,1.0438428610005712,0.0253207688865149,0.0162422537357373,1.054593010834882
46,-0.1340846849949022,1.054593010834882,1.0855422588995427,0.025986640623477,0.0164191978565625,1.082931469529294
47,-0.176409488247047,1.082931469529294,1.1024063481462592,0.0282305827026427,0.0165091714418306,1.1009903858351295
48,-0.1407081027096954,1.1009903858351295,1.1379412828039934,0.0290205194542297,0.0169498215872278,1.0842653582774835
49,-0.0033601977285636,1.0842653582774835,1.1302076681434965,0.0289942329222431,0.0173336075577923,1.087193286373349
50,0.0541417057309474,1.087193286373349,1.130118942565877,0.0289951754136388,0.0174682909678175,1.1619039036195444
51,0.2866567057169014,1.1619039036195444,1.154247781089991,0.0289975882363825,0.0181549233982238,1.2236503254489492
52,0.2606687590127345,1.2236503254489492,1.260936155049896,0.030120975385377,0.0191249108341236,1.217574894321645
53,0.0610412372551,1.217574894321645,1.273683123784758,0.0313368607710953,0.0204163592963843,1.2147348244667433
54,-0.07162434381487,1.2147348244667433,1.2666672469408704,0.0314368592697109,0.0210337128342885,1.2237079938397877
55,0.1054160309368132,1.2237079938397877,1.27204104294738,0.0314460290555671,0.0216119009221278,1.2274745368808673
56,-0.0643002381312759,1.2274745368808673,1.28129462024728,0.0315066235390287,0.0225720914829398,1.2899487844222324
57,-0.2642162140206976,1.2899487844222324,1.305400311098231,0.0318801983037332,0.0235816887192019,1.2747069155058737
58,-0.0283471304007931,1.2747069155058737,1.300123080750733,0.0319245099295282,0.0241802902664284,1.273840909685531
59,0.041941756457872,1.273840909685531,1.2917960531228465,0.0318820539105673,0.0243074545525292,1.210084942844367
60,-0.0927303025884522,1.210084942844367,1.2762567929519273,0.0315247824685522,0.024638603838724,1.1985487842788984
61,-0.0529099620543795,1.1985487842788984,1.2333739854496912,0.0312059967574372,0.0248295760438111,1.2026916632351177
62,0.0697540403776977,1.2026916632351177,1.2341151312698575,0.0311038552347425,0.0248889196831125,1.2440080023705744
63,-0.2490834354459394,1.2440080023705744,1.255327477832784,0.0311971753684763,0.0250511418924186,1.1919008458068303
64,0.0714236312445637,1.1919008458068303,1.2291834901570744,0.0312723763603583,0.0253909725454769,1.209597182441052
65,-0.2357413576515448,1.209597182441052,1.1825108595651832,0.0302486722547462,0.025670238167555,1.1990267958178558
66,-0.0400928781690256,1.1990267958178558,1.163621110521241,0.0288065793486054,0.0258934197696327,1.1760951038117209
67,0.0266912463892039,1.1760951038117209,1.1386478266023397,0.0279769403480571,0.0264122668647824,1.2134687840532066
68,0.1974539447072599,1.2134687840532066,1.1372216330254667,0.0278942629119549,0.0268841260884045,1.2379895381885098
69,0.2018452972917252,1.2379895381885098,1.191787762242657,0.0279569399807154,0.0276023594561284,1.1508992156286957
70,-0.086200057586019,1.1508992156286957,1.1576119185930254,0.0285417171404125,0.0286487845895134,1.1711599235079229
71,-0.1423924390408676,1.1711599235079229,1.175028186215576,0.0291121558118583,0.0294704411954803,1.3052107336359875
72,-0.3661392103954718,1.3052107336359875,1.256906199258781,0.0304050870308696,0.0298105878246429,1.3608900382246103
73,0.3268422010339292,1.3608900382246103,1.443935665912944,0.0380500197605757,0.0302181787995442,1.359080772098737
74,0.0333612475104844,1.359080772098737,1.4418596762099665,0.0391524110453118,0.0305136704250439,1.363286949134622
75,-0.0684861839470094,1.363286949134622,1.4435801580408425,0.0392402551487729,0.0304684962694929,1.489781451223163
