Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.05,-0.19442599296341379,-0.39402898390870617,0.11138014527845036,0.11138014527845036,0.0953443096174362,0.018138495989459644,413,46
synthetic_sv_jump_t,"GARCH(1,2)-t",0.05,-0.21787967723682905,-0.44156085576551307,0.08958837772397095,0.08958837772397095,0.09534841648277961,0.01793795572410045,413,37
synthetic_sv_jump_t,"GARCH(1,1)-t",0.05,-0.21787967361527066,-0.44156084842596466,0.08958837772397095,0.08958837772397095,0.09534841783108887,0.01793795191389929,413,37
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.05,-0.2179486033057309,-0.44170054320380386,0.09927360774818401,0.09927360774818401,0.09553527428937988,0.0180680237162244,413,41
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.05,-0.21689458327968958,-0.43956443766796294,0.09200968523002422,0.09200968523002422,0.09574924338154028,0.018159156709908,413,38
synthetic_sv_jump_t,"GARCH(2,1)-t",0.05,-0.2174363138625068,-0.4406623235413808,0.09443099273607748,0.09443099273607748,0.0966292162445511,0.01624110352860784,413,39
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.05,-0.21746815708651515,-0.4407268578817184,0.10653753026634383,0.10653753026634383,0.09677355915255258,0.018876830225690047,413,44
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.05,-0.2585731083178273,-0.5240312654890833,0.05811138014527845,0.05811138014527845,0.09841759639505784,0.014444212048025757,413,24
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.05,-0.2574585095897889,-0.5217723895148324,0.06053268765133172,0.06053268765133172,0.09891404842982274,0.014041094450474807,413,25
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.05,-0.30322896842504676,-0.6145320412106097,0.04600484261501211,0.04600484261501211,0.10017744192508518,0.011093099336944027,413,19
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.05,-0.3006369820531592,-0.6092790514181787,0.048426150121065374,0.048426150121065374,0.10104794123802774,0.010421158010312685,413,20
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.05,-0.40549910542754436,-0.8217954711311207,0.034403669724770644,0.034403669724770644,0.11776243751577976,0.009111143595952163,436,15
synthetic_sv_jump_t,REGARCH-t,0.05,-0.6510767726679453,-1.3194898237150074,0.009174311926605505,0.009174311926605505,0.15284376229458815,0.0040164190900503155,436,4
synthetic_sv_jump_t,RGARCH-t,0.05,-0.8189258181455826,-1.6596572459384602,0.009174311926605505,0.009174311926605505,0.18138114094420205,0.00407780270718241,436,4
synthetic_sv_jump_t,HAR-RV,0.05,-1.0069003844575302,-2.040611593840462,0.0022935779816513763,0.0022935779816513763,0.21381942343287855,0.0004346307174419189,436,1
synthetic_sv_jump_t,Naive-RV,0.05,-1.016952575731304,-2.0609836369674643,0.0022935779816513763,0.0022935779816513763,0.21560933607464736,0.0008689273403139185,436,1
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.05,-1.1700841144683847,-2.3713241613658806,0.0045871559633027525,0.0045871559633027525,0.24377101432778378,0.0022129339427937713,436,2
