Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,HAR-RV,0.1346573813569641,0.0600353333836636,18.29587920328896,-0.1326045733811676
synthetic_rough_long_memory,RGARCH-t,0.2305866514486483,0.1641717962266611,41.75439810267165,0.1120225976134047
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.2945985249564221,0.2112866053574119,85.13420692986917,0.0121890589690725
synthetic_rough_long_memory,REGARCH-t,0.3369168856933183,0.1704130198610818,31.169942689023628,-0.0492102604832028
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.4526221477797107,0.2716725940511095,44.31415991566256,0.2329198865907737
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.6435598428815951,0.452395536790227,94.26466806990496,15.084783807043154
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.6437355618953063,0.4524512298717333,94.2614714165404,15.07614648045352
synthetic_rough_long_memory,"GARCH(2,1)-t",0.6437395840431896,0.4524613276898757,94.26691414262288,15.090965195850812
synthetic_rough_long_memory,"GARCH(1,1)-t",0.6437395844702561,0.4524614932626616,94.2670169851144,15.091260013407304
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.6438179480660422,0.4524721331038819,94.26330376731026,15.156007652097944
synthetic_rough_long_memory,"GARCH(1,2)-t",0.6438180726100672,0.4524722079696645,94.26332573663264,15.15607366993235
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.6482027470792167,0.4539774840294709,94.21489595573156,15.516179772883175
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.6483922831707947,0.455163200467058,94.66954267096278,16.77404522360758
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.648393579655793,0.4551638965890818,94.66962221465344,16.77445724648401
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.6484088516694083,0.4540298762115203,94.21310469691298,15.85647243028962
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.6547061263329146,0.458150882790566,94.83715549927184,18.998763767452292
