Unnamed: 0,return,RV,RBV,RTV,TrueSD,target
45,0.1306216121709724,1.0655538828588549,1.0308973273341262,0.0533027406930226,0.0147646792842444,0.9415525851897824
46,0.0355084399346312,0.9415525851897824,0.7178438114014424,0.025599453969169,0.0140440133347471,0.9365984890748597
47,0.0372937312570602,0.9365984890748597,0.6756403356373215,0.0184435044481546,0.0131936518093645,0.669459597366199
48,0.0106582567389043,0.669459597366199,0.6115811652154471,0.0122374084508662,0.0121945170515647,0.6443858351394661
49,-0.0128826393548858,0.6443858351394661,0.4827869383605267,0.0101043376017287,0.0113202541687784,0.644539687146165
50,0.0150193161112714,0.644539687146165,0.480977350607696,0.0099969322045077,0.0107778673631329,0.6445592908542361
51,0.0055917868537458,0.6445592908542361,0.4810638382340534,0.0099968183697406,0.0103435023182581,0.6445569400087984
52,-0.0113626825646561,0.6445569400087984,0.4811021324572418,0.0099968307477824,0.0099017022676027,0.6421808745674893
53,0.1376249530480771,0.6421808745674893,0.4809289911415538,0.0099969665987276,0.0095514616831124,0.5498897525979888
54,-0.0373338192430437,0.5498897525979888,0.4188034714636159,0.009929431633063,0.009183636870697,0.5495195592465723
55,-0.0006914746329284,0.5495195592465723,0.4095874679396791,0.0097868556516953,0.0087182914094889,0.4913670674730143
56,0.005278771693503,0.4913670674730143,0.4022985817841651,0.0095082200261367,0.0080805780218953,0.4911220787704706
57,-0.0072940414544175,0.4911220787704706,0.3958163801121985,0.0095021910190053,0.0074886113177416,0.4708372410681983
58,-0.0063823826413597,0.4708372410681983,0.3920223732419326,0.0094151725459159,0.0067006451125845,0.4691768879838991
59,0.0168165351752634,0.4691768879838991,0.3823192123236744,0.0094061601785448,0.0059483507553724,0.4429916357816911
60,-0.0456278605005713,0.4429916357816911,0.3718828537172648,0.0092186751615298,0.0054431929087375,0.419446013669659
61,-0.0400259805995186,0.419446013669659,0.3328712717811093,0.0090041103778103,0.0051936127178675,0.2128265918201121
62,0.018146606616043,0.2128265918201121,0.2206938069879709,0.0041473745804646,0.0049385537357317,0.209494375473397
63,-0.0403800735198116,0.209494375473397,0.1715048294249252,0.0026255831958698,0.0045057679639292,0.1791128442517364
64,-0.0413129423600661,0.1791128442517364,0.1543029147401327,0.000835094234173,0.0041183978044405,0.1791669356315866
65,0.0113864883428086,0.1791669356315866,0.1525959175675192,0.0008268228457062,0.0038876663642708,0.1665931492674918
66,0.0111449920032004,0.1665931492674918,0.1512566203536379,0.000809855199727,0.004102869382509,0.1778087168151161
67,0.1061442048359393,0.1778087168151161,0.1518504552413163,0.0008101806514432,0.0044643930908297,0.1905157418260259
68,-0.1567467890816507,0.1905157418260259,0.1767629154242295,0.00082182574385,0.0049531758721924,0.2201592699417753
69,0.1778836515397643,0.2201592699417753,0.2129116380357154,0.0015606835323127,0.0053440851464297,0.1984978611431412
70,0.1171105240024133,0.1984978611431412,0.2324249476842851,0.0022502114663943,0.0057394402318193,0.1946832646785365
71,-0.0669317811342222,0.1946832646785365,0.2178302080847698,0.0023996227916383,0.0062292647345436,0.1889689405831296
72,0.0223519913610859,0.1889689405831296,0.2089031147264638,0.002156503944048,0.0067799915742895,0.1892067813827684
73,0.0380739498249553,0.1892067813827684,0.205929522827089,0.0021328796650317,0.0073808852706804,0.232218934986662
74,-0.2172400005812764,0.232218934986662,0.2153861643712142,0.0021338585715176,0.0080030851434437,0.2503011790791422
75,-0.1415226087552773,0.2503011790791422,0.2591982595406351,0.0023409241103241,0.0084200147390274,0.261331703625112
76,-0.1109153342604191,0.261331703625112,0.2813837865419165,0.0032275102749379,0.0088167793606861,0.2605196591668317
77,-0.0045237569476729,0.2605196591668317,0.2805557053436877,0.0032298137142136,0.0091998197176838,0.3212551796469922
78,0.2466056510853342,0.3212551796469922,0.2819056672029709,0.0032402307258633,0.0096276653951539,0.3230226785115752
79,0.0425904051090875,0.3230226785115752,0.298308752360103,0.0032431943923437,0.0098556409002648,0.3134045670642166
80,0.0212898710813906,0.3134045670642166,0.2986587574705026,0.0032666640132152,0.0100167171777997,0.3141456341315573
81,0.0283422202862373,0.3141456341315573,0.298363183201179,0.0032678212917026,0.0102110890723454,0.3148028020575506
82,0.0378701333026262,0.3148028020575506,0.2997037977325114,0.0032678728683275,0.0104297136375343,0.3432543929353128
83,-0.1687869093916519,0.3432543929353128,0.3094764247149629,0.0032857190268886,0.010548415434539,0.3262897801859907
