Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.230731469748491,0.6110768544866225,46.943648250454146,1832048187.0162628
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",3.811197290284003,1.0329570690440657,46.28263838454355,1.048250628093791
synthetic_regime_garch,REGARCH-t,4.588635682766852,1.2280345486324804,49.175422813509336,1.13663307279268
synthetic_regime_garch,RGARCH-t,5.04579493549237,1.816856396798743,110.5250444837947,1.091556506701905
synthetic_regime_garch,"FIGARCH(1,1)-t",5.231193972156297,1.8682098193368344,83.6688212484682,5.284679133136536
synthetic_regime_garch,"GARCH(2,1)-t",5.231468469858526,1.8743717030779303,85.75680270464765,6.138891167374306
synthetic_regime_garch,"GARCH(1,1)-t",5.231468598121598,1.8743722958848457,85.75691486816743,6.138939166857696
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",5.231811161456378,1.8744422600165136,85.76588412068995,6.151856663042472
synthetic_regime_garch,"GARCH(1,2)-t",5.233584296204924,1.8743410892055083,85.6934858864344,6.157959439731508
synthetic_regime_garch,"GJR-GARCH(1,1)-t",5.247804075584881,1.880733567260584,85.9204610603987,6.166702690117028
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",5.261277562945442,1.8852610022952292,86.02660453401643,6.233789355277241
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",5.261311561712627,1.8852731653143744,86.02714065429734,6.234122363325964
synthetic_regime_garch,"EGARCH(1,1)-t",5.326374370880978,1.89593103902339,85.28040562425514,6.007025310994364
synthetic_regime_garch,"EGARCH(2,1)-t",5.3377642538958545,1.898041331676661,85.26243879531886,6.040628381151513
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",5.409114968026521,1.9297839466828288,86.25867265539377,6.912636919783859
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",6.521908721501917,2.343208573280125,135.44663407949656,1.1421700435479751
