Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.05,-0.3459730202609274,-0.6087255005031015,0.0544041450777202,0.0544041450777202,0.1273344653856222,0.0129575295271666,386,21
synthetic_regime_garch,"EGARCH(2,1)-t",0.05,-0.3529112404564862,-0.620933017603588,0.044041450777202,0.044041450777202,0.1275879518176369,0.0111138311634402,386,17
synthetic_regime_garch,"FIGARCH(1,1)-t",0.05,-0.3542314257873948,-0.6232558301619434,0.0414507772020725,0.0414507772020725,0.12791315353513,0.0095831476595472,386,16
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.05,-0.348468626016668,-0.613116417637553,0.0466321243523316,0.0466321243523316,0.1280350644472264,0.0114342034681392,386,18
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.05,-0.3478432453281067,-0.6120160856742038,0.0492227979274611,0.0492227979274611,0.1280450650588343,0.0119586007392274,386,19
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.05,-0.3478458141847944,-0.612020605473383,0.0492227979274611,0.0492227979274611,0.1280451903681454,0.0119589018315035,386,19
synthetic_regime_garch,"GARCH(2,1)-t",0.05,-0.3467544511513143,-0.6101003964689794,0.0544041450777202,0.0544041450777202,0.1280933715043585,0.0120587046256012,386,21
synthetic_regime_garch,"GARCH(1,1)-t",0.05,-0.3467567673994455,-0.6101044718136461,0.0544041450777202,0.0544041450777202,0.1280933850374566,0.0120589620610694,386,21
synthetic_regime_garch,"EGARCH(1,1)-t",0.05,-0.3537047375412738,-0.6223291435492494,0.0466321243523316,0.0466321243523316,0.1281164798743538,0.0112527065941134,386,18
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.05,-0.3466842039377581,-0.6099767993451382,0.0544041450777202,0.0544041450777202,0.1282210638822548,0.0119374188915203,386,21
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.05,-0.3575169756206411,-0.6290366218698124,0.044041450777202,0.044041450777202,0.1284585220082027,0.0109853036656084,386,17
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.05,-0.9240789048730044,-1.6258793632201172,0.0023201856148491,0.0023201856148491,0.1969139684926013,0.0006683499456785,431,1
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.05,-0.92553446557923,-1.6284403632620903,0.0023201856148491,0.0023201856148491,0.1972797851703662,0.0004750512935888,431,1
synthetic_regime_garch,REGARCH-t,0.05,-0.96884467193503,-1.704642915186352,0.0023201856148491,0.0023201856148491,0.2034687985475322,0.0009425855272367,431,1
synthetic_regime_garch,RGARCH-t,0.05,-1.437226931533017,-2.528742508806479,0.0,0.0,0.2774461087893391,0.0,431,0
synthetic_regime_garch,HAR-RV,0.05,-2.1510724171343085,-3.784724695442898,0.0,0.0,0.3975067478428781,0.0,431,0
