Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,Naive-RV,0.21938330376040313,0.1308622310244686,5.637663470425116,1.8558246429537535
synthetic_regime_garch,HAR-RV,0.29863686736444484,0.23898036895895486,11.2205309521611,1.8596658908794688
synthetic_regime_garch,RGARCH-t,1.4930166324213714,1.343430539647829,50.814353821654166,2.1962076713556193
synthetic_regime_garch,REGARCH-t,2.281366230928002,2.0425568745583687,76.49567402825149,3.878966654463032
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",2.284973629802898,2.0793860965469793,79.51638244209565,4.211927849510999
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",2.3172444094621123,2.0894575627187377,78.93060182451576,4.215586604906663
synthetic_regime_garch,"EGARCH(1,1)-t",2.662168979824113,2.413399428038262,96.77058813319739,32.2830669653174
synthetic_regime_garch,"EGARCH(2,1)-t",2.662551940380718,2.4137694573140225,96.78683012963603,32.360854867538926
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",2.664905469761506,2.4133945721480656,96.62916895924583,30.62945996068141
synthetic_regime_garch,"FIGARCH(1,1)-t",2.665835680572716,2.414310019519565,96.68695504059536,31.48086334833559
synthetic_regime_garch,"GJR-GARCH(1,1)-t",2.6661191202022594,2.4159554698279333,96.82771072070743,33.09785899058779
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",2.6667681580969553,2.4164363909655724,96.83871805899886,33.060861430394084
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",2.666769099858706,2.416437377390983,96.83876633179594,33.06147413562858
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",2.6674475551853383,2.4169146523482468,96.85851276985797,33.358020491411736
synthetic_regime_garch,"GARCH(1,1)-t",2.6674777267365046,2.4169218038324565,96.8574722292836,33.29958072852371
synthetic_regime_garch,"GARCH(2,1)-t",2.6674782689465886,2.416922651357712,96.85752575579595,33.30008507476548
synthetic_regime_garch,"GARCH(1,2)-t",2.667885809371486,2.41729920083516,96.87235696838897,33.35424136816206
