,Naive-RV,HAR-RV,"GARCH(1,1)-t","GARCH(1,2)-t","GARCH(2,1)-t","Generalized-GARCH(2,2)-t","GJR-GARCH(1,1)-t","Threshold-GARCH(1,1)-t","EGARCH(1,1)-t","EGARCH(2,1)-t","FIGARCH(1,1)-t","APGARCH/APARCH(1,1)-t","APGARCH/APARCH(2,1)-t",RGARCH-t,"ARMA(1,1)-RGARCH-t",REGARCH-t,"ARMA(1,1)-REGARCH-t"
1768,4.377061682698848,4.51608457449847,,,,,,,,,,,,2.059763097070649,0.8368845643164942,0.8196225677065351,0.7976220122632053
1769,4.408817252950664,4.555757063841583,,,,,,,,,,,,2.0599559391134514,0.8369596864951682,0.8202325482551244,0.8032444857549647
1770,4.4658704186400096,4.622633371185526,,,,,,,,,,,,2.074003894690122,0.842431330555386,0.816304472654771,0.7946403274292978
1771,4.507346136498529,4.670697995777929,,,,,,,,,,,,2.099227769903964,0.8522521412740465,0.832590977046923,0.8217007239487415
1772,4.460567284053288,4.618112608222956,,,,,,,,,,,,2.1175525617774027,0.8593837693847562,0.8294635820366535,0.8079889957121649
1773,4.54914950282252,4.720059665183185,,,,,,,,,,,,2.0968840080750275,0.851339813246447,0.8412355394577665,0.8250935615433457
1774,4.400671873350084,4.552756458329487,,,,,,,,,,,,2.1360119117294523,0.8665651931934919,0.8503307889395322,0.8345052211879647
1775,4.671170036850752,4.863974378439903,,,,,,,,,,,,2.0704011394093462,0.8410282123223594,0.8457766554542783,0.8191705522313276
1776,4.3775873223887745,4.532324025924366,,,,,,,,,,,,2.189835549201843,0.8874902172626735,0.869397651230004,0.8570451541297532
1777,4.087421321759099,4.2083527737792075,,,,,,,,,,,,2.060188519884919,0.837050288625543,0.8588976209925857,0.8272707276969635
1778,3.943077531156962,4.054461601935138,,,,,,,,,,,,1.9315379856452655,0.7868684849221328,0.8405081613633955,0.8039548372784215
1779,4.185837371912165,4.339035317024245,,,,,,,,,,,,1.867338996180008,0.7617758087756988,0.8127442124477064,0.7742137680229636
1780,3.316644355626624,3.3609094871196294,,,,,,,,,,,,1.9752319543595014,0.8039268907595686,0.8189979171306502,0.802143993851647
1781,3.300042322031125,3.3570871355813545,,,,,,,,,,,,1.5870158403039183,0.6517741396252262,0.7687820622631893,0.72920316119143
1782,3.3764225248109256,3.456185421423653,,,,,,,,,,,,1.5795458381390266,0.648832443600292,0.729480205198348,0.6883771229581329
1783,3.312917733692712,3.394541109766403,,,,,,,,,,,,1.6138942901434536,0.6623542049371224,0.709333427782975,0.672290464821225
1784,3.4106241753836883,3.5184678670726246,,,,,,,,,,,,1.585339260443392,0.6511139501866258,0.7093664144074303,0.6849658625468347
1785,3.390781030363347,3.501424309139834,,,,,,,,,,,,1.6292597720773137,0.668399193135759,0.7143722337337247,0.6960053725896659
1786,3.2937557829431086,3.3968477513174933,,,,,,,,,,,,1.6203461411504405,0.6648927379318306,0.7008654327528183,0.6736735681846736
1787,3.349642423191963,3.4670365682760638,,,,,,,,,,,,1.5767166550314746,0.647718158234176,0.6905357529334754,0.6598248887948114
1788,3.3816754892823724,3.508631541275953,,,,,,,,,,,,1.60185652763748,0.6576167300708486,0.6866388611403561,0.655142177207213
1789,3.2902989268890126,3.4107663191280726,,,,,,,,,,,,1.6162548472619747,0.6632830336781848,0.6829112499834875,0.6521471046683229
1790,3.2984158394421956,3.4267455729978824,,,,,,,,,,,,1.5751607999423625,0.6471053432133124,0.6792926357094622,0.6488232135129228
1791,3.033809802460603,3.1329489425830266,,,,,,,,,,,,1.578813889685744,0.6485441705957221,0.6811436567478539,0.6555954814377831
1792,2.990654937387504,3.0945792770203275,,,,,,,,,,,,1.4594401627509943,0.6014539127195895,0.6687265212221589,0.6339705070223643
1793,2.940202041987688,3.0490519312738145,,,,,,,,,,,,1.439913621554028,0.5937363407567431,0.6562107936162315,0.6216395321115312
