Unnamed: 0,HAR-RV,"GARCH(1,1)-t","GARCH(1,2)-t","GARCH(2,1)-t","Generalized-GARCH(2,2)-t","GJR-GARCH(1,1)-t","Threshold-GARCH(1,1)-t","EGARCH(1,1)-t","EGARCH(2,1)-t","FIGARCH(1,1)-t","APGARCH/APARCH(1,1)-t","APGARCH/APARCH(2,1)-t",RGARCH-t,"ARMA(1,1)-RGARCH-t",REGARCH-t,"ARMA(1,1)-REGARCH-t"
1552,14.056969105662118,,,,,,,,,,,,15.871457500338556,8.750126700246065,2.004713766200443,1.6495072145972278
1553,14.459422636660207,,,,,,,,,,,,15.831369542915429,8.736575424558422,1.9888160837770876,1.6165259936030008
1554,14.230872978057167,,,,,,,,,,,,16.200584873306916,8.921786313302514,1.9910883941229172,1.6710822019144276
1555,14.234441666882567,,,,,,,,,,,,15.997570963314494,8.814902348024036,1.9965436565274213,1.653502135136273
1556,14.348902081696275,,,,,,,,,,,,15.991341699376813,8.814746388476026,1.994278306821012,1.622382116262931
1557,11.963011424763105,,,,,,,,,,,,16.09731132333115,8.867805495636956,1.9906083821371063,1.6694910283092577
1558,13.045612213507631,,,,,,,,,,,,13.891739411848592,7.757054032886068,1.934158326765698,1.738733954929699
1559,11.591766020880645,,,,,,,,,,,,14.796303784586252,8.246175579668323,2.005174388073863,1.690119449375156
1560,10.797391966877436,,,,,,,,,,,,13.45612699177608,7.553134221064936,2.039419732977944,1.7613738138392585
1561,10.751626510059552,,,,,,,,,,,,12.636127424898955,7.152549073529344,1.977290442855974,1.752587770154413
1562,11.273370628475298,,,,,,,,,,,,12.5141015454512,7.101813934854995,1.896246726260928,1.6790352204805534
1563,11.331635053993024,,,,,,,,,,,,12.958011713587345,7.331845104514139,1.885199200909564,1.671618416455725
1564,11.09541827278332,,,,,,,,,,,,12.988249366018133,7.340531166742096,1.894377041143855,1.589400703373255
1565,14.425643248071518,,,,,,,,,,,,12.745461233789822,7.215511911093325,1.8860669190044748,1.598530827184265
1566,44.4491556050399,,,,,,,,,,,,15.788789929086311,8.76652559061478,1.8493317125439075,1.5663831349473087
1567,44.40441023135083,,,,,,,,,,,,42.848253690087965,21.557164745877863,1.9585398277132908,3.942005648961429
1568,44.73110962824208,,,,,,,,,,,,44.56959296296353,21.7534862915933,3.1215098335866975,2.530293313288267
1569,46.60822687859384,,,,,,,,,,,,45.33501834073259,22.067837084508845,3.238484537006383,2.678457178783152
1570,47.56314812735266,,,,,,,,,,,,47.48693026812809,23.005312074024896,3.3438566326614314,3.01226537357845
1571,47.45759390159583,,,,,,,,,,,,48.85224039752156,23.57519679992008,3.4552065679658166,2.968934170292171
1572,53.56587360295692,,,,,,,,,,,,48.99690015561109,23.62057639238692,3.6209105385203584,3.1357871272237583
1573,63.457962862153224,,,,,,,,,,,,54.71271042636907,26.10460262704182,3.674000229398755,3.63447219656107
1574,66.08803188161968,,,,,,,,,,,,64.07554233190986,30.037204281667993,3.9080311017823375,3.523610796805685
1575,65.83666583514105,,,,,,,,,,,,67.143089664809,31.2065548212108,4.473164491279725,3.967934412318283
1576,66.19973184705539,,,,,,,,,,,,67.42519454897545,31.28615042581984,4.633002854348212,4.109780064281234
1577,67.3301085968647,,,,,,,,,,,,68.174015962321,31.59752124421432,4.649605525612901,4.165092607822896
1578,69.12934759593553,,,,,,,,,,,,69.58499762930475,32.18058506584765,4.783197802778319,4.468151934094005
1579,69.31003786604619,,,,,,,,,,,,71.55143324609398,32.986254333897804,4.877137196767023,4.61723685076179
1580,68.8675234979418,,,,,,,,,,,,72.09293882712721,33.18786603601364,4.946786779285226,4.414923544939129
1581,68.62065351597623,,,,,,,,,,,,72.02934836227813,33.15460012387048,4.988677456857147,4.489250583761183
1582,67.86008964956908,,,,,,,,,,,,72.12139249306493,33.19379386853387,4.972952190989535,4.443621281288522
1583,67.68687292353658,,,,,,,,,,,,71.7485179802518,33.036982656057994,5.0052546077572675,4.522069885712701
1584,67.33065897065619,,,,,,,,,,,,71.86657260744073,33.0908564333255,5.01793228864875,4.568686543434654
1585,66.96395233872072,,,,,,,,,,,,71.83052830219076,33.07436000350472,5.027941703897,4.559380701307209
1586,67.70864436699908,,,,,,,,,,,,71.78035061498304,33.05384465404733,5.033384681981789,4.566155910633157
1587,68.1456958648141,,,,,,,,,,,,72.72849285173685,33.450213753728185,5.0393417535482845,4.684421361908272
1588,69.70598756121468,,,,,,,,,,,,73.4334519456579,33.732334647103094,5.055442827178115,4.514904690910439
1589,69.3680734102848,,,,,,,,,,,,75.01278769672359,34.38079521030326,5.080815505788877,4.525632521367769
1590,69.47869265903797,,,,,,,,,,,,74.9351965331501,34.329021805857046,5.139422783108108,4.583418693284513
1591,69.52175856898458,,,,,,,,,,,,75.20361972074565,34.44144992881582,5.1439678124017005,4.580585873699035
1592,69.36240393088949,,,,,,,,,,,,75.40657405734869,34.522446815969744,5.156800758419719,4.588148119085511
1593,69.61887527613175,,,,,,,,,,,,75.41566023361702,34.52373048046981,5.181299882050942,4.6685144904989215
1594,70.15691708553204,,,,,,,,,,,,75.77729238506521,34.67372730682048,5.18849311842891,4.735543631454007
1595,73.45949728075071,,,,,,,,,,,,76.3806776856104,34.91958293870585,5.189556867219661,4.612231944501018
1596,73.7312731585852,,,,,,,,,,,,79.4320819219489,36.17484741953254,5.229990068751387,4.980424197331713
