Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.025,-0.3320234754750301,-0.5619849306188441,0.0155440414507772,0.0155440414507772,0.1000973800641147,0.0034588374282285,386,6
synthetic_sv_jump_t,"GARCH(1,2)-t",0.025,-0.3748679412464463,-0.6345037309521704,0.0025906735751295,0.0025906735751295,0.1001000623522642,0.0013179734518758,386,1
synthetic_sv_jump_t,"GARCH(1,1)-t",0.025,-0.3748688098131865,-0.6345052010934565,0.0025906735751295,0.0025906735751295,0.100100103680877,0.0013179697557678,386,1
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.025,-0.3751641604340141,-0.6350051133298324,0.005181347150259,0.005181347150259,0.1003213022455832,0.0022149131312808,386,2
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.025,-0.3730379569605754,-0.6314062885485654,0.0025906735751295,0.0025906735751295,0.1005221650055562,0.0011930017154019,386,1
synthetic_sv_jump_t,"GARCH(2,1)-t",0.025,-0.3741276493417065,-0.6332507084237856,0.005181347150259,0.005181347150259,0.101388377353513,0.0021824844558212,386,2
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.025,-0.3742170208002197,-0.6334019790917405,0.0077720207253886,0.0077720207253886,0.1014766265924648,0.0030857537852419,386,3
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.025,-0.4434097888173686,-0.7505180742046224,0.0077720207253886,0.0077720207253886,0.1031252269721622,0.0024897569603124,386,3
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.025,-0.4413076008170485,-0.7469598981575298,0.0077720207253886,0.0077720207253886,0.1035805167730293,0.0023787689885232,386,3
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.025,-0.522456055244828,-0.8843122599631988,0.0,0.0,0.1050722053491774,0.0,386,0
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.025,-0.5166075616707484,-0.8744130645802477,0.005181347150259,0.005181347150259,0.1058888951326293,0.0022281238702512,386,2
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.025,-1.1983441468675802,-2.0283245070890237,0.0,0.0,0.1653328654164675,0.0,431,0
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.025,-1.3729896226252476,-2.32393048927491,0.0,0.0,0.1835338363888836,0.0,431,0
synthetic_sv_jump_t,RGARCH-t,0.025,-1.3944614370000783,-2.360273811368132,0.0,0.0,0.1857367695231446,0.0,431,0
synthetic_sv_jump_t,REGARCH-t,0.025,-1.7513566947285155,-2.9643568701511067,0.0,0.0,0.2233325328438608,0.0,431,0
synthetic_sv_jump_t,HAR-RV,0.025,-2.429275749693781,-4.1118067380400385,0.0,0.0,0.2987707107618366,0.0,431,0
