,Naive-RV,HAR-RV,"GARCH(1,1)-t","GARCH(1,2)-t","GARCH(2,1)-t","Generalized-GARCH(2,2)-t","GJR-GARCH(1,1)-t","Threshold-GARCH(1,1)-t","EGARCH(1,1)-t","EGARCH(2,1)-t","FIGARCH(1,1)-t","APGARCH/APARCH(1,1)-t","APGARCH/APARCH(2,1)-t",RGARCH-t,"ARMA(1,1)-RGARCH-t",REGARCH-t,"ARMA(1,1)-REGARCH-t"
1768,0.49066012684941257,0.5145201871774643,,,,,,,,,,,,0.18276289541073534,0.17476377546710267,0.4939826092783361,0.2552771165835475
1769,0.5392700783313971,0.5739299168007163,,,,,,,,,,,,0.18100289440929973,0.17307103570425963,0.49118692964728977,0.2557598205861475
1770,0.5806798695834078,0.6221876786532233,,,,,,,,,,,,0.19719229475643069,0.18863832781687107,0.5072420813315094,0.25777647198130577
1771,0.5961035510547948,0.6357175982116912,,,,,,,,,,,,0.21087628681230608,0.2019170184848307,0.5240891958253985,0.26606232046717904
1772,0.5999369325979994,0.6332310205305172,,,,,,,,,,,,0.21594954168564828,0.20689029413254825,0.5393203248724794,0.2729347400328209
1773,0.641522717417406,0.6796337405567634,,,,,,,,,,,,0.21720853351800837,0.20813464848208071,0.5388056066525115,0.27345515309634705
1774,0.6244081833588492,0.6496736082840597,,,,,,,,,,,,0.23081941730051878,0.2212669835718212,0.556047026113556,0.27670301840538336
1775,0.6214499996019931,0.6420587853467612,,,,,,,,,,,,0.22522815339881136,0.2159551931245773,0.5402090026587821,0.2767033303179705
1776,0.6220093976376407,0.6402180724616351,,,,,,,,,,,,0.22426028730182157,0.21498975059966502,0.5413884468794008,0.2759532198579078
1777,0.637623664571163,0.6584597250883215,,,,,,,,,,,,0.2244433454163091,0.2151604476889693,0.5393644121874597,0.27641072010264034
1778,0.6379421228799909,0.6582971468627697,,,,,,,,,,,,0.22954684440820938,0.2200840980750654,0.5500809985881445,0.2761617014667132
1779,0.6144046987294997,0.6258885558875988,,,,,,,,,,,,0.22965080995702797,0.2202146909600089,0.5439613647109344,0.2779591807953323
1780,0.6111353957816111,0.6212941520954813,,,,,,,,,,,,0.22195345526287805,0.21279014537373878,0.5439707639696186,0.2754026953084616
1781,0.6364240095605438,0.6542509097141188,,,,,,,,,,,,0.22088215692862012,0.2117126571514035,0.5402963109009014,0.27541576142705826
1782,0.6299260582375427,0.6449950438337311,,,,,,,,,,,,0.22915515537232342,0.2196846806578593,0.5501781533794928,0.27560074468438156
1783,0.6234061899847665,0.6361900931829381,,,,,,,,,,,,0.22703236641302413,0.21768621074520472,0.539060156460394,0.27760673542638387
1784,0.6286162593826777,0.6417001430847571,,,,,,,,,,,,0.22490036658509416,0.21561758742760975,0.5395139246109593,0.27615200502201764
1785,0.6153698233845646,0.6225567655263027,,,,,,,,,,,,0.22660422724803403,0.21724850064352325,0.545540485654336,0.2761200290951893
1786,0.6258676555754825,0.636969474646658,,,,,,,,,,,,0.22226960957137415,0.21307751946635095,0.5375978020554852,0.2762969712637814
1787,0.6261278328850742,0.636984382766726,,,,,,,,,,,,0.2257055098009983,0.21636604862209552,0.5340110843883865,0.27695957068584826
1788,0.6251593611012767,0.635079162701008,,,,,,,,,,,,0.22579059631492782,0.21646827718337625,0.541284501465478,0.2761290159954753
1789,0.6251705231791441,0.6348449613059233,,,,,,,,,,,,0.22547385757917165,0.21616338676249736,0.5387687537231962,0.27614945594589474
1790,0.6093347497148421,0.6130623311770883,,,,,,,,,,,,0.22547750839738917,0.21616505488199056,0.5406192960073826,0.27576528812071505
1791,0.5860335186947208,0.583415200578966,,,,,,,,,,,,0.2202918861684272,0.21116365646954396,0.5383786918257422,0.2741731021590626
1792,0.5567270862491817,0.5476376330336619,,,,,,,,,,,,0.21263864856620615,0.2037545937258072,0.5300097566163182,0.27055416478354044
1793,0.5474436921090919,0.5399518343833103,,,,,,,,,,,,0.20297253492061132,0.19439493145930495,0.5137629649958666,0.26352501084430874
1794,0.5271382039399154,0.5185014660186629,,,,,,,,,,,,0.19990081957099792,0.19138047706483327,0.5024077403421434,0.26177322808084263
1795,0.482405888588183,0.4656520698670837,,,,,,,,,,,,0.19316503054415024,0.1848755671046632,0.4811051214316233,0.25617935327299096
1796,0.47723762015289006,0.4659207024880777,,,,,,,,,,,,0.1782393653779031,0.1704709378237554,0.4642929419381676,0.24408251379571436
1797,0.44404654729729104,0.4280823396362496,,,,,,,,,,,,0.1765067840323852,0.1687205453111537,0.44759153089018244,0.24119630506626832
1798,0.44050811555813,0.43059477856758543,,,,,,,,,,,,0.16533739744447512,0.1579709769818574,0.4309504807696496,0.23232528013133247
1799,0.3818702018805628,0.3601605031844682,,,,,,,,,,,,0.1641421575138711,0.15675926672959511,0.4238482213193438,0.23107529413536657
1800,0.38224508441967475,0.3678858230352916,,,,,,,,,,,,0.14419833656662584,0.13759732076221373,0.40344952656143274,0.21881126486910732
1801,0.38493737781238124,0.37820355825200885,,,,,,,,,,,,0.14432670549325355,0.1376113821135582,0.40169793094317247,0.22119864210451476
1802,0.38191842915890073,0.3787874799027466,,,,,,,,,,,,0.14524826870104565,0.13849552686070457,0.3969777672219813,0.21925179618344956
1803,0.3860547256343022,0.3887859619275654,,,,,,,,,,,,0.1442148514208636,0.13750952468640268,0.39579019200051846,0.2171812469296409
1804,0.3859126739204636,0.3892167395399464,,,,,,,,,,,,0.14563055671742736,0.1388616418726665,0.3907378369626702,0.2170620562671346
1805,0.3771906527859616,0.3784510761851048,,,,,,,,,,,,0.14558196104193571,0.1388232848143965,0.3913190436748081,0.21556010102788148
