Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.5110937289808795,0.6988472456675571,21.54437440990587,1.7366632836334863
synthetic_regime_garch,Naive-RV,2.652357524004395,0.6621559675857119,12.51893794236969,1.7266741120531979
synthetic_regime_garch,RGARCH-t,4.88707429298269,1.7845802684991503,30.016061007781147,1.8348179157900844
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",5.942071919364184,2.2980915295861832,42.27846601608991,1.9769771668601193
synthetic_regime_garch,REGARCH-t,8.200008829157895,2.587978066908162,33.782588815615625,1.8676600300144803
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",9.926048807519072,4.017403548928737,74.54820033418407,3.7198833019452877
synthetic_regime_garch,"GARCH(2,1)-t",10.91293643721642,4.527893644788675,94.23595838150479,16.569037801061523
synthetic_regime_garch,"GARCH(1,1)-t",10.91293748614084,4.527893884800858,94.23603741622387,16.56911712351203
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",10.913251462658867,4.529281282596983,94.22228939610054,16.59179521565757
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",10.913286467828225,4.529294597482589,94.22253874869135,16.592450108941588
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",10.918702376733963,4.528252030391947,94.21983073178114,16.586936788675093
synthetic_regime_garch,"GARCH(1,2)-t",10.918704350010982,4.528253634976619,94.22000986658725,16.587309648655125
synthetic_regime_garch,"GJR-GARCH(1,1)-t",10.923233515071226,4.532911101930708,94.25544171049766,16.729523729038945
synthetic_regime_garch,"FIGARCH(1,1)-t",10.95163461789159,4.528957038704746,93.61669689529322,15.69654362971689
synthetic_regime_garch,"EGARCH(1,1)-t",10.981266736068642,4.545048221528642,93.96121427509084,16.26296329640746
synthetic_regime_garch,"EGARCH(2,1)-t",10.999555745997725,4.548632269613257,93.96557158508813,16.34584272256513
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",11.069815926937082,4.577698124420928,94.060306650635,17.90437278040859
