Unnamed: 0,HAR-RV,"GARCH(1,1)-t","GARCH(1,2)-t","GARCH(2,1)-t","Generalized-GARCH(2,2)-t","GJR-GARCH(1,1)-t","Threshold-GARCH(1,1)-t","EGARCH(1,1)-t","EGARCH(2,1)-t","FIGARCH(1,1)-t","APGARCH/APARCH(1,1)-t","APGARCH/APARCH(2,1)-t",RGARCH-t,"ARMA(1,1)-RGARCH-t",REGARCH-t,"ARMA(1,1)-REGARCH-t"
1323,1e-12,,,,,,,,,,,,0.1807338978104883,0.182261403027109,0.053431518868075,0.0730992857731905
1324,1e-12,,,,,,,,,,,,0.0445662140528663,0.0452564691432176,0.0435575432492228,0.050654411218513
1325,0.005420519476628,,,,,,,,,,,,0.033943165042142,0.0345155321342307,0.0392572706647453,0.0363297948122114
1326,0.0175144335842645,,,,,,,,,,,,0.0341867603250507,0.0347620004346749,0.0294283228712012,0.0303208635047292
1327,0.0222857052485871,,,,,,,,,,,,0.0339527269138389,0.0345252069460401,0.030086833758599,0.031608416921202
1328,0.0280386636745244,,,,,,,,,,,,0.0228031590071954,0.023233533305569,0.029685960557584,0.0265847419341666
1329,0.0282267295069873,,,,,,,,,,,,0.0296215844460955,0.0301414585884073,0.0275031223328781,0.0336344101400531
1330,0.0292506914694717,,,,,,,,,,,,0.0295626626830229,0.0300818001969354,0.0317436211733212,0.0330723570160695
1331,0.0291819142177436,,,,,,,,,,,,0.0306911567492657,0.0312243011742186,0.0321726152352683,0.0356379283174478
1332,0.0317235575027311,,,,,,,,,,,,0.030308501528434,0.0308369201923865,0.0327438764594264,0.033580459725917
1333,0.0319102843896062,,,,,,,,,,,,0.034514085761412,0.0350931726975981,0.0366366167934701,0.0370789387022779
1334,0.029664235052081,0.0020914428749661,0.0020913656821252,0.0020776343162265,0.0021057472197669,0.0020934106127253,0.0026744297147579,0.004200444447971,0.0041883085306811,0.002093619404385,0.0021946284700379,0.0021918932322251,0.0351741319023346,0.0357609286091714,0.0374430564249051,0.0392265640981037
1335,0.0298977674890687,0.0024022688411617,0.0024022206595592,0.0022544524088279,0.0022709289752735,0.0023417260460056,0.003108239935493,0.0046960640518262,0.0045164053816048,0.0023759131477233,0.0024503899263611,0.0021796845176304,0.0324777623700287,0.0330326585034084,0.0382170596975004,0.039136717683117
1336,0.0330444393411768,0.0021837349624794,0.0021836789248439,0.0022312668652443,0.00233103542944,0.0021444101698399,0.0028838165366286,0.0043527589466337,0.004384084358593,0.0021966129457071,0.0022631335915492,0.002289517848682,0.0331797145986456,0.0337430201769389,0.0373198836379323,0.0395771181398895
1337,0.0284999479781615,0.0021998617281424,0.0021998131001481,0.0021668489240578,0.0020586116846821,0.0021368442851067,0.0029648974977566,0.0043580991569171,0.0042986725627412,0.0022025253533904,0.0022665887161938,0.0021362524337938,0.0379954804530046,0.038614544690684,0.0383907692680901,0.0428352166979578
1338,0.0257250627166166,0.0019476409933839,0.0019475826567457,0.0020007024465738,0.0021119913064704,0.0018948357513941,0.0024690660909237,0.0036000556478216,0.0036781758161966,0.0019667244798905,0.0019870862372822,0.0020096683396142,0.0322070887355341,0.032758721894496,0.040297241596972,0.0409465141984293
1339,0.0258580389013458,0.0040638362849328,0.0040639073367114,0.003439660754654,0.0033069871815903,0.0037671678368848,0.0041676157126853,0.0062724984657255,0.0055929603899632,0.0039441508795815,0.0035784511709597,0.0025795558726548,0.0281573581125798,0.028658749039126,0.0410183439949917,0.0410121022503096
1340,0.0380734905128004,0.0035511110543716,0.0035511315651628,0.0038766531120046,0.004326062995517,0.0033339838922126,0.0038489660671698,0.0058991165216904,0.0060469767938214,0.003619467430056,0.0032354813437541,0.0035009941862083,0.0282533029715046,0.0287559165422299,0.0418459540234551,0.0403561916243638
1341,0.0382642189776121,0.0048250130106694,0.0048250972122054,0.004561987113509,0.0038683550996855,0.0048412568631185,0.0055867442971497,0.009198867523963,0.008702289796896,0.0047997360742922,0.0047713865245478,0.004571759231657,0.0448857903586411,0.045579377632575,0.0446528082037612,0.0490590822164167
1342,0.0457746390957685,0.0046887598626587,0.0046888124705323,0.0049235211490199,0.0055177852093861,0.0047731558488601,0.0059005980516356,0.0099379070977609,0.0100309051109316,0.0047547752801205,0.0048474615131824,0.0053427844899024,0.0459041623064045,0.0466082922479477,0.0492644414907196,0.0470420134497945
