Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,HAR-RV,0.13161945272529077,0.06335804292075392,55.403406949033055,-0.9878529026567867
synthetic_rough_long_memory,Naive-RV,0.1356907014429439,0.057522226197410896,36.24428341561456,-0.9990334412829915
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.23875776100830312,0.1182955796495071,72.12526377480437,-0.8081541581667187
synthetic_rough_long_memory,REGARCH-t,0.28588504818841104,0.16720239194338013,72.32659299764993,1.2256910631782378
synthetic_rough_long_memory,"GARCH(1,1)-t",0.316245140630032,0.19055228814005204,83.63064852827911,4.0708973051755235
synthetic_rough_long_memory,"GARCH(2,1)-t",0.31624532384084464,0.19055230972129306,83.63058368956005,4.070906824625844
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.31625201811927106,0.19054133299693976,83.60815499484201,4.065727303312018
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.3162692708153042,0.19056118371954098,83.63083193115898,4.071917019221475
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.3163144065147363,0.1905850875306303,83.65933606343816,4.110052181157544
synthetic_rough_long_memory,"GARCH(1,2)-t",0.3163158180826887,0.19058596426007457,83.6598354545663,4.110380887310629
synthetic_rough_long_memory,RGARCH-t,0.3174215047710456,0.2006708592541051,154.59939524650974,-0.8155583506857056
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.3208296854121673,0.19225774756569722,83.87257315009768,4.404161507932438
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.3208688116439319,0.19222214516976102,83.74439118501661,4.287078766407768
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.32113704024254885,0.19341434168443364,84.88114318500335,4.809297567832803
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.32113860218749596,0.19341487917735553,84.88102496033713,4.809438127029982
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.32710038024899274,0.19625218623947013,85.41040376083785,5.740348266319071
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.4235408634606468,0.3036143890266998,255.95683823261356,-0.6269198590564536
