,return,RV,RBV,RTV,TrueSD,target
45,0.13062161217097246,1.0655538828588547,1.0308973273341262,0.05330274069302269,0.014764679284244436,0.9415525851897824
46,0.03550843993463129,0.9415525851897824,0.7178438114014424,0.025599453969169083,0.014044013334747113,0.9365984890748595
47,0.037293731257060286,0.9365984890748595,0.6756403356373215,0.018443504448154676,0.013193651809364515,0.669459597366199
48,0.010658256738904368,0.669459597366199,0.6115811652154471,0.012237408450866277,0.012194517051564753,0.6443858351394661
49,-0.012882639354885898,0.6443858351394661,0.4827869383605267,0.010104337601728738,0.011320254168778425,0.644539687146165
50,0.015019316111271401,0.644539687146165,0.48097735060769603,0.009996932204507775,0.010777867363132923,0.6445592908542361
51,0.0055917868537458185,0.6445592908542361,0.48106383823405346,0.009996818369740675,0.010343502318258157,0.6445569400087984
52,-0.011362682564656166,0.6445569400087984,0.48110213245724187,0.00999683074778246,0.009901702267602718,0.6421808745674893
53,0.13762495304807715,0.6421808745674893,0.4809289911415538,0.009996966598727612,0.009551461683112423,0.5498897525979888
54,-0.03733381924304377,0.5498897525979888,0.4188034714636159,0.009929431633063097,0.009183636870697077,0.5495195592465723
55,-0.0006914746329284397,0.5495195592465723,0.40958746793967915,0.009786855651695367,0.008718291409488958,0.4913670674730143
56,0.005278771693503097,0.4913670674730143,0.40229858178416517,0.009508220026136749,0.008080578021895329,0.4911220787704706
57,-0.0072940414544175125,0.4911220787704706,0.39581638011219855,0.009502191019005388,0.007488611317741641,0.47083724106819835
58,-0.0063823826413597715,0.47083724106819835,0.3920223732419326,0.009415172545915961,0.006700645112584516,0.4691768879838991
59,0.016816535175263443,0.4691768879838991,0.38231921232367444,0.009406160178544867,0.005948350755372433,0.4429916357816911
60,-0.045627860500571354,0.4429916357816911,0.3718828537172648,0.009218675161529893,0.005443192908737547,0.41944601366965906
61,-0.04002598059951863,0.41944601366965906,0.33287127178110937,0.009004110377810353,0.00519361271786757,0.2128265918201121
62,0.018146606616043056,0.2128265918201121,0.2206938069879709,0.0041473745804646266,0.004938553735731738,0.20949437547339708
63,-0.040380073519811634,0.20949437547339708,0.17150482942492526,0.002625583195869863,0.004505767963929239,0.1791128442517364
64,-0.04131294236006613,0.1791128442517364,0.15430291474013272,0.0008350942341730811,0.00411839780444054,0.1791669356315866
65,0.011386488342808648,0.1791669356315866,0.15259591756751928,0.0008268228457062889,0.003887666364270803,0.16659314926749189
66,0.011144992003200413,0.16659314926749189,0.15125662035363793,0.0008098551997270487,0.00410286938250905,0.1778087168151161
67,0.1061442048359393,0.1778087168151161,0.15185045524131638,0.0008101806514432743,0.004464393090829754,0.19051574182602599
68,-0.15674678908165074,0.19051574182602599,0.17676291542422956,0.0008218257438500812,0.004953175872192446,0.22015926994177537
69,0.17788365153976432,0.22015926994177537,0.21291163803571542,0.0015606835323127097,0.005344085146429756,0.19849786114314125
70,0.1171105240024133,0.19849786114314125,0.23242494768428512,0.00225021146639433,0.005739440231819309,0.19468326467853658
71,-0.06693178113422223,0.19468326467853658,0.21783020808476986,0.0023996227916383193,0.006229264734543668,0.18896894058312966
72,0.022351991361085975,0.18896894058312966,0.2089031147264638,0.0021565039440480534,0.006779991574289543,0.18920678138276847
73,0.03807394982495534,0.18920678138276847,0.20592952282708904,0.002132879665031793,0.007380885270680462,0.232218934986662
74,-0.2172400005812764,0.232218934986662,0.21538616437121424,0.0021338585715176828,0.00800308514344373,0.2503011790791422
75,-0.14152260875527733,0.2503011790791422,0.2591982595406351,0.002340924110324107,0.008420014739027402,0.261331703625112
76,-0.11091533426041919,0.261331703625112,0.28138378654191654,0.0032275102749379147,0.008816779360686186,0.2605196591668317
77,-0.004523756947672958,0.2605196591668317,0.28055570534368773,0.0032298137142136563,0.009199819717683898,0.3212551796469922
78,0.24660565108533425,0.3212551796469922,0.28190566720297094,0.003240230725863328,0.0096276653951539,0.3230226785115752
79,0.04259040510908754,0.3230226785115752,0.298308752360103,0.003243194392343797,0.009855640900264846,0.3134045670642166
80,0.021289871081390604,0.3134045670642166,0.2986587574705026,0.0032666640132152204,0.01001671717779975,0.3141456341315573
81,0.02834222028623734,0.3141456341315573,0.29836318320117905,0.0032678212917026843,0.010211089072345412,0.3148028020575506
82,0.03787013330262625,0.3148028020575506,0.2997037977325114,0.003267872868327576,0.010429713637534317,0.3432543929353128
83,-0.16878690939165192,0.3432543929353128,0.3094764247149629,0.003285719026888685,0.010548415434539035,0.3262897801859907
84,-0.05963618897610005,0.3262897801859907,0.32391109033259013,0.0033326715494884813,0.010682824502679355,0.3335594433740332
85,0.09882234519075629,0.3335594433740332,0.3219260003321437,0.00350310321160584,0.010847467501058382,0.347783260771218
86,-0.1406685610534975,0.347783260771218,0.3379080438754109,0.003563375466991617,0.011096738206377011,0.34883282655088815
87,0.046074713415111435,0.34883282655088815,0.34425021464616534,0.003649072934116685,0.011300196635893885,0.36716772666619946
88,-0.14911890318866924,0.36716772666619946,0.35182813236810706,0.003801449193721148,0.011486367648493721,0.351695479558096
89,-0.03987177520553217,0.351695479558096,0.3483514895382281,0.0038024483206008804,0.011631253979714389,0.3509297298477055
90,0.022250833606874822,0.3509297298477055,0.3424594491130953,0.0037807789097443383,0.011790800139211438,0.3500956187170649
91,-0.02359472950540582,0.3500956187170649,0.3412040061458069,0.0037649815378414755,0.011879374894953453,0.36383702223585507
92,-0.11770727231357675,0.36383702223585507,0.3449421638214916,0.0037686464433125014,0.01206216225578141,0.3670037091533853
93,-0.05772910283624965,0.3670037091533853,0.3554002567668072,0.003783678180631867,0.012228548456924756,0.3668209250099032
94,-0.006541843239350354,0.3668209250099032,0.35568954452737994,0.0037863778596533442,0.01242266275568306,0.40791615094799066
95,0.20279668147754581,0.40791615094799066,0.35764154058411857,0.0037920290121165002,0.012672951169559644,0.41210155565795725
96,-0.06568496985636589,0.41210155565795725,0.3784658328638448,0.003798748356074684,0.012930364026427332,0.39329017543714895
97,-0.011368706200669612,0.39329017543714895,0.3771824364538878,0.0038125076608973288,0.013167583527975674,0.39786557368683534
98,-0.07726067763719591,0.39786557368683534,0.37049129778619366,0.003812445779085097,0.013426005558096222,0.4267521248711062
99,-0.16996184666400518,0.4267521248711062,0.39107745081759254,0.003826158589268092,0.013616403703976371,0.42816363696737053
100,0.03793912923165832,0.42816363696737053,0.40120053308434445,0.0038950138353306438,0.013785808331673182,0.4306158970958697
101,0.05005460187872768,0.4306158970958697,0.4041230380245165,0.003933614120936836,0.014072423154285635,0.4352099786900391
102,-0.06807948591426136,0.4352099786900391,0.4094027015628993,0.003945008996205951,0.014436871080353264,0.4404471627393106
103,-0.074296567246222,0.4404471627393106,0.4171793097614085,0.003972921021239973,0.014603566100316944,0.43877129349677085
104,-0.020150245936955833,0.43877129349677085,0.4183256636964881,0.003981076487869645,0.014986243434000512,0.4376340460354114
105,-0.02155995504618759,0.4376340460354114,0.4161393328235925,0.003981191392789996,0.015384459494953208,0.4704939308119729
106,-0.18217898920632675,0.4704939308119729,0.42116813530860076,0.003985259900763146,0.01586479823726346,0.4702536192742162
107,-0.03728590618060293,0.4702536192742162,0.4306870784099065,0.003997141629384313,0.016277089104723468,0.46996998249644345
108,0.03772429493938092,0.46996998249644345,0.430276102911915,0.004023873747054052,0.016286005215355472,0.47126303446551226
109,0.03771874979171114,0.47126303446551226,0.43177229254761357,0.004026465841486725,0.016267586151728533,0.4734637071411975
110,0.0482170459737696,0.4734637071411975,0.43442974122370986,0.00403120394178337,0.01584680993234769,0.46237811972231396
111,0.013453802487412942,0.46237811972231396,0.4335905060566366,0.0040318836381012715,0.01531871353502613,0.4382771305996461
112,-0.021646403043915716,0.4382771305996461,0.40791342600656194,0.004014039075663765,0.014605211981348572,0.4127890238845714
113,0.0784505370921422,0.4127890238845714,0.3667828793276719,0.003274331837427856,0.01400821098443973,0.40170328465282595
114,-0.051275097273183017,0.40170328465282595,0.3403785961866737,0.002436451347686706,0.013371379166337499,0.3982209060499362
115,0.03158298153926714,0.3982209060499362,0.3306098208825198,0.00217600444072054,0.01267159210007524,0.3977373705962512
116,0.004009496741617712,0.3977373705962512,0.3284587304018878,0.002159123051377467,0.011965361130661663,0.39813318209566156
117,0.042958551589684035,0.39813318209566156,0.32739249517890384,0.002155468796165023,0.011189550272212937,0.3510121876550973
118,0.008498435855422792,0.3510121876550973,0.31497361544858177,0.0021371354794929983,0.010401096004978664,0.3311389689956688
119,-0.01246716204558391,0.3311389689956688,0.26684689749043117,0.0019221838325520647,0.009831564413620366,0.3189109016145882
120,-0.00861069062386251,0.3189109016145882,0.2423586907823859,0.001027333385160785,0.009395628178718153,0.3188905339917961
121,0.0003110532583629002,0.3188905339917961,0.2415747446150643,0.001022206880512566,0.008979551555001589,0.25813014640197574
122,0.007345716942630051,0.25813014640197574,0.2398259784495047,0.0010114570134319195,0.008516408554913557,0.25640903329682413
123,0.009634806806811768,0.25640903329682413,0.22343902273256638,0.0010084568044807687,0.008253663711885269,0.25602870157626256
124,-0.008539724240320254,0.25602870157626256,0.22214395513236984,0.0009848029519848765,0.00804547826185378,0.27165636395574433
125,-0.1281832431725587,0.27165636395574433,0.22291560463838855,0.000983883971589995,0.0077710224896189554,0.27075686984540415
126,-0.023122562271913918,0.27075686984540415,0.22588535431347334,0.0009840491057289868,0.007484511409544855,0.24302885293696047
127,0.027586298656072147,0.24302885293696047,0.21684680870174342,0.000972364283690815,0.007299191455832924,0.2397066345746695
128,0.015305445870740274,0.2397066345746695,0.2016986969984995,0.0009245396951818757,0.007078691100196418,0.2300831554304933
129,0.011932173516371177,0.2300831554304933,0.19272825488397957,0.0007515678206721903,0.006838725329975089,0.21041653815971337
130,0.0110012180271825,0.21041653815971337,0.17109850153165476,0.000615833489486549,0.006519347132158877,0.20902305576279864
131,0.027007347507112263,0.20902305576279864,0.1613844615548636,0.0005196701909717388,0.0062486052706401925,0.18721731465560693
132,0.02075346190398115,0.18721731465560693,0.15147255645001587,0.00035326866345119573,0.00599811163737145,0.18685518913873597
133,0.03503759325595208,0.18685518913873597,0.14327538090427044,0.00032317329410850047,0.005789539098679109,0.18766307732686674
134,-0.03609692208944721,0.18766307732686674,0.14386846496266947,0.0003127805100460061,0.005569984500321935,0.188164979333776
135,0.032536337644893616,0.188164979333776,0.1448886331588352,0.0003142516192972596,0.005444692182200104,0.17524113825439586
136,0.03051492874188565,0.17524113825439586,0.142085661426327,0.00031205210561341065,0.005264608448318272,0.1719687153095868
137,-0.0077605650225503545,0.1719687153095868,0.13178387309996906,0.0002971318142136749,0.005104204675113286,0.1757009715052786
138,-0.061441451062454994,0.1757009715052786,0.131939642115088,0.0002950056748133345,0.0049098676065899806,0.1345810266642984
139,-0.0025591360504978095,0.1345810266642984,0.13010271037335358,0.00028935789130501164,0.004658917381244903,0.13044837193443098
140,0.013485567661921823,0.13044837193443098,0.10923282369351105,0.00028266966188377027,0.004401588447635653,0.13053831731647877
141,-0.014805163380556504,0.13053831731647877,0.10837344559165299,0.00026860338939077485,0.004153012887391032,0.12456916820101765
142,0.0002513831688118581,0.12456916820101765,0.10699957658223816,0.0002647168804018659,0.00386866545297099,0.09568239127244811
143,0.000502387170680233,0.09568239127244811,0.08637307121119642,0.00025090955588354867,0.0036530753140178885,0.09431286653570495
144,0.008357798161795436,0.09431286653570495,0.07625085086214851,0.0001820530890590348,0.003464284431379262,0.09192151012986419
145,-0.010682076736158156,0.09192151012986419,0.07340810320246431,0.00014345294268704875,0.0031580561336216196,0.08768526526803713
146,-0.019964256573262396,0.08768526526803713,0.06839030139751752,0.00013209306130805733,0.0027792845950194694,0.08255036970588985
147,0.01962356599665578,0.08255036970588985,0.0610604910469473,0.0001042860359735098,0.0025933491884492245,0.08263795754472826
148,0.022217566251914594,0.08263795754472826,0.05939370928692248,9.629774177151825e-05,0.002189155979062948,0.08231626680823077
149,-0.011964151666379886,0.08231626680823077,0.059128835226150644,9.466371222397409e-05,0.0017665532275128704,0.05297578085607511
150,0.06203787678574474,0.05297578085607511,0.054125000301456935,8.94710362398875e-05,0.0012579873728959157,0.051733326148154325
151,0.012156648049028437,0.051733326148154325,0.04463969003003129,7.633985189014527e-05,0.0008100608510602114,0.05031572760102806
152,-0.002350293927817484,0.05031572760102806,0.042475112545071796,4.8000207621183214e-05,0.0007688865489373308,0.04938606131284348
153,0.022204454455471947,0.04938606131284348,0.04032198079059877,4.453398348650665e-05,0.0007334538862548278,0.048720067102417525
154,-0.040729464911911824,0.048720067102417525,0.03888578420382383,3.968474120918419e-05,0.000678444060807605,0.04886529605446906
155,0.018061942127629706,0.04886529605446906,0.03902236592629736,3.916887326209209e-05,0.0006373715264646083,0.04885645616835584
156,-0.021441242469279382,0.04885645616835584,0.03917323156647633,3.9267909449707534e-05,0.0006153232886734325,0.04301692671981785
157,-0.017747036978256022,0.04301692671981785,0.03710346641129464,3.836546024175018e-05,0.0005703116496716579,0.04041963587252775
158,0.005643115547662949,0.04041963587252775,0.030942158656669463,3.168503837755425e-05,0.000553384214685597,0.039429550913573815
159,0.002720250715607268,0.039429550913573815,0.02842249176738833,2.055314748957868e-05,0.0005425010441045469,0.039603247648438505
160,0.013775804839853655,0.039603247648438505,0.028282442365110096,2.034415033382562e-05,0.000523773520263176,0.03797597296306678
161,-0.014770323940652714,0.03797597296306678,0.02833149979115932,2.018527007623499e-05,0.0005174837748872083,0.03796192481826138
162,0.007627271280303001,0.03796192481826138,0.02793499431255201,2.0187619944996138e-05,0.0005331336008746987,0.037814490631948756
163,-0.0028277098787229406,0.037814490631948756,0.02780244475902067,2.0059903803233984e-05,0.0005509155600281773,0.037920236455799
164,-0.013412300953606513,0.037920236455799,0.02769339257050479,2.004781253112471e-05,0.0005682290796828011,0.037967307186316156
