Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,HAR-RV,0.1268343445493662,0.0587187311629512,20.410304527740387,-0.1933171672228383
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.2549059860895557,0.1404629303820726,39.26628179658045,0.0465717072540865
synthetic_rough_long_memory,RGARCH-t,0.2901976168484436,0.1476264048264967,37.189862003778664,-0.0079970194125752
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.4621544157183007,0.3516824309621225,93.84929949484764,13.786558455183751
synthetic_rough_long_memory,"GARCH(2,1)-t",0.4621646838058004,0.3516969419652233,93.8573127448891,13.805096929612317
synthetic_rough_long_memory,"GARCH(1,1)-t",0.4621647597989265,0.3516970386574838,93.85736678799032,13.805213409293724
synthetic_rough_long_memory,"GARCH(1,2)-t",0.4621941086521701,0.3516931796475228,93.85357384925098,13.86452568168606
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.4621941092236574,0.3516931899445344,93.85357911656396,13.864544781764655
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.4622188926448423,0.3517064537883659,93.85527723350138,13.793963398351288
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.4639518331262017,0.3521282145790059,93.74658668330856,13.981963818315142
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.4640768470540902,0.3521321477321349,93.73239880325062,14.270994459483676
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.465187271169282,0.3536425000357541,94.24718455187454,15.308119098384244
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.4651874289010095,0.353642608925125,94.24723659564556,15.308231812881548
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.4675487912449436,0.2610884770041107,42.222852450294816,0.1434025186262521
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.4682115134421232,0.3551173013454397,94.27200162865692,16.64646946199778
synthetic_rough_long_memory,REGARCH-t,0.5500513695316813,0.3556828808226004,73.65291722722932,1.7407243676292483
