Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.05,-0.5195258309502285,-0.9527487589731408,0.0636792452830188,0.0636792452830188,0.2002639703849392,0.0212192067030732,848,54
synthetic_regime_garch,"EGARCH(2,1)-t",0.05,-0.5111952923812335,-0.937471539227068,0.053066037735849,0.053066037735849,0.2008889000466066,0.0188017990014113,848,45
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.05,-0.4810854068985292,-0.8822535802393497,0.0613207547169811,0.0613207547169811,0.201767216878628,0.0187526173453406,848,52
synthetic_regime_garch,"FIGARCH(1,1)-t",0.05,-0.5377850808916741,-0.9862340578459112,0.0518867924528301,0.0518867924528301,0.2018164899628216,0.0182768865934894,848,44
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.05,-0.5108341716399375,-0.9368092866159128,0.0683962264150943,0.0683962264150943,0.2018392394114456,0.0213963682235935,848,58
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.05,-0.5108317199643486,-0.9368047905336482,0.0683962264150943,0.0683962264150943,0.2018393256458556,0.0213955346393053,848,58
synthetic_regime_garch,"EGARCH(1,1)-t",0.05,-0.5122321355759405,-0.9393729866781022,0.0566037735849056,0.0566037735849056,0.2018443807807291,0.0195000464975591,848,48
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.05,-0.5157974530137371,-0.9459113560176848,0.0683962264150943,0.0683962264150943,0.2019389220918348,0.021546271023202,848,58
synthetic_regime_garch,"GARCH(1,1)-t",0.05,-0.5199227936647732,-0.9534767415124296,0.070754716981132,0.070754716981132,0.202246927330931,0.0210503698624701,848,60
synthetic_regime_garch,"GARCH(2,1)-t",0.05,-0.5199228417031442,-0.9534768296091046,0.070754716981132,0.070754716981132,0.2022470781955493,0.0210501642985054,848,60
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.05,-0.5196876809492114,-0.953045572676107,0.0742924528301886,0.0742924528301886,0.2025778393457446,0.0219573095991889,848,63
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.05,-1.1941852109447229,-2.1899940482856617,0.0034443168771526,0.0034443168771526,0.2739765384672944,0.0037728849180675,871,3
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.05,-2.0094852758662713,-3.6851576739786895,0.0,0.0,0.3944217077149411,0.0,871,0
synthetic_regime_garch,RGARCH-t,0.05,-2.0373564241391624,-3.736270054434508,0.0,0.0,0.3988967199599606,0.0,871,0
synthetic_regime_garch,REGARCH-t,0.05,-2.092594605179708,-3.8375703272968886,0.0,0.0,0.4076365202137402,0.0,871,0
synthetic_regime_garch,HAR-RV,0.05,-2.372421471438761,-4.350739612966531,0.0,0.0,0.4515645389936262,0.0,871,0
