Unnamed: 0,return,RV,RBV,RTV,TrueSD,target
23,-0.0210645208803236,0.4316938494537635,0.461802395588852,0.0100811600005093,0.0348854567410506,0.4090688859613731
24,0.0176581840528512,0.4090688859613731,0.4480410461246594,0.0100835930100135,0.034290779842286,0.4179772378076136
25,-0.1556841184109926,0.4179772378076136,0.4229052244356608,0.0098821178803264,0.0336001756588077,0.3442008977286687
26,-0.0589863186688813,0.3442008977286687,0.3832740943673525,0.0083220901577413,0.0330393706562652,0.2451297814732587
27,0.0005703503724889,0.2451297814732587,0.2459039304200913,0.0041438107555516,0.0323125555656898,0.2499686771325623
28,0.0727248776387058,0.2499686771325623,0.235480757280416,0.0037462338434549,0.0309829359177049,0.2851293202638159
29,-0.2454187309232365,0.2851293202638159,0.2582403814241094,0.0035588469764867,0.0298000383128226,0.2870730422928388
30,0.044107716782165,0.2870730422928388,0.2749132695847964,0.0036854514215261,0.0290663247092569,0.2879994992189328
31,-0.0837406176381288,0.2879994992189328,0.2805522044285974,0.0038376769231408,0.0284121670361402,0.243441500304577
32,-0.0153621432300526,0.243441500304577,0.256637292700586,0.0038404063508075,0.0278518729152542,0.231582199824045
33,0.053300142185027,0.231582199824045,0.217615446545548,0.0034054201357533,0.0270438036684044,0.2120237183948861
34,0.1526752100826983,0.2120237183948861,0.1909659381160785,0.0017999734813775,0.0262253519151198,0.2020177862150816
35,-0.0137773147986557,0.2020177862150816,0.161430499758768,0.0012068390523656,0.0254265138053436,0.1974741081720099
36,0.0939320454061031,0.1974741081720099,0.1451256167050273,0.0006613516943844,0.0246764126838022,0.2073941445025621
37,0.1206972838234662,0.2073941445025621,0.1505531806236401,0.0005474260865261,0.0239868645170052,0.2092425055197279
38,0.0430138795132711,0.2092425055197279,0.158563240423681,0.0006139394147025,0.0233978349188487,0.2018823292797647
39,-0.0914393856248679,0.2018823292797647,0.1644747989082174,0.0006780485965471,0.0228735827644221,0.2403585381800686
40,-0.1970554121004056,0.2403585381800686,0.1890694464772558,0.0008020903860214,0.0224087413055599,0.306993996027327
41,-0.2928053702258113,0.306993996027327,0.2756145841410952,0.0023642583553186,0.0222527217805406,0.3137308069280036
