Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,HAR-RV,0.1325217666551073,0.0630899541729697,62.25995228463652,-1.0639368857365752
synthetic_rough_long_memory,RGARCH-t,0.1738677807307534,0.1157977081709599,132.1330866635354,-0.9294160280531802
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.2017926505118347,0.1297712465468028,132.32362201055105,-0.9410176251171656
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.2547541807024353,0.156121051092551,81.72822505653366,3.3074991545163406
synthetic_rough_long_memory,"GARCH(1,1)-t",0.2547543846736667,0.1561378573444466,81.7592356707883,3.313916148317854
synthetic_rough_long_memory,"GARCH(2,1)-t",0.2547544815429287,0.1561377379173095,81.75897495200377,3.313880662988365
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.2547807871417366,0.1561460047102198,81.75826755467116,3.314249304796618
synthetic_rough_long_memory,"GARCH(1,2)-t",0.2547874211752263,0.1561485812616215,81.78250895521178,3.3422163820657107
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.2547877482913406,0.1561490110367089,81.78315806705288,3.3423905469057815
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.2573945350667435,0.1570431190463109,81.88369065955948,3.357195396532692
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.2575514150814917,0.1571433012836559,82.03033304106674,3.458269059508312
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.2581811742935793,0.1583299544874911,83.01356833731045,3.849364028448979
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.2581812884664127,0.15833011046087,83.01377259875045,3.849419537697393
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.2626327668181312,0.1605560635464888,83.56579727484487,4.398344198114493
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.2891117330361683,0.1592510685582455,69.1752831154879,0.6943972296471659
synthetic_rough_long_memory,REGARCH-t,0.299188644810905,0.1646369628842542,70.04842912490508,0.976997259965406
