Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,RGARCH-t,0.2499370400019855,0.1578586074628925,28.801952609004456,0.3418438412528537
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.2798815696609475,0.1884311983249391,29.93923176644265,0.3987814696083185
synthetic_regime_garch,REGARCH-t,0.2916995106068446,0.231849218798069,62.93649298546764,0.3736917209750467
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.2966043327618278,0.1934251466166618,32.62168234283819,0.3614813832570558
synthetic_regime_garch,HAR-RV,0.3031308652714043,0.2540979468393209,72.09439334785532,0.3877316969726504
synthetic_regime_garch,"EGARCH(1,1)-t",0.6374854462355248,0.5187045487342786,84.14704059832543,4.4483944297455675
synthetic_regime_garch,"EGARCH(2,1)-t",0.6381473558264471,0.5191211804918088,84.17317944226703,4.49653232694626
synthetic_regime_garch,"FIGARCH(1,1)-t",0.6396537391428757,0.5201003985806392,83.73539314503343,4.440316654180049
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.641856464481161,0.5240674630217947,85.11980670620301,4.803377735511766
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.6423619390504158,0.5242275046024676,85.09352083320074,4.808000699825351
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.6423623740592275,0.5242277588005664,85.09353029231907,4.808013701925412
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.642995293652357,0.5206942633237864,83.55294908356588,4.4828709441375505
synthetic_regime_garch,"GARCH(2,1)-t",0.6433408447672212,0.5250847890458106,85.20324781586334,4.866988021341495
synthetic_regime_garch,"GARCH(1,1)-t",0.6433412430500727,0.5250856646410089,85.20357226328599,4.867084774529657
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.6433474525030086,0.5251100633854199,85.21684229746135,4.872050796090882
synthetic_regime_garch,"GARCH(1,2)-t",0.6437920932922692,0.5253239234705935,85.20150761576471,4.906468279963188
