Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.05,-0.16767207219493,-0.3302097124271099,0.1063492063492063,0.1063492063492063,0.0801826612858158,0.0147661848632112,630,67
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.05,-0.1832497810717523,-0.3608881116450105,0.0984126984126984,0.0984126984126984,0.0806958951808429,0.0139457440468194,630,62
synthetic_sv_jump_t,"GARCH(1,1)-t",0.05,-0.1882370529972077,-0.3707099359162932,0.0936507936507936,0.0936507936507936,0.0808444866302594,0.0147281539118495,630,59
synthetic_sv_jump_t,"GARCH(1,2)-t",0.05,-0.1882370863332606,-0.3707100015675869,0.0936507936507936,0.0936507936507936,0.0808446102861521,0.0147279086277024,630,59
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.05,-0.1881026993432235,-0.3704453427681029,0.0936507936507936,0.0936507936507936,0.0808517745865745,0.0138095921391945,630,59
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.05,-0.1878854401434971,-0.3700174772510572,0.0936507936507936,0.0936507936507936,0.0810845384481681,0.0141540153440827,630,59
synthetic_sv_jump_t,"GARCH(2,1)-t",0.05,-0.1876654588029454,-0.3695842508093964,0.0968253968253968,0.0968253968253968,0.0818513770703324,0.0131710944544378,630,61
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.05,-0.183862119838982,-0.3620940382229312,0.1063492063492063,0.1063492063492063,0.081940794444822,0.0125287443225115,630,67
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.05,-0.1876734682738834,-0.3696000244863153,0.1015873015873015,0.1015873015873015,0.0819543125894383,0.0140392016880781,630,64
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.05,-0.2717922808129671,-0.5352617744404062,0.0285714285714285,0.0285714285714285,0.0854750605997828,0.0079795489686447,630,18
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.05,-0.2693412852737987,-0.5304348374224871,0.0349206349206349,0.0349206349206349,0.0861984372432674,0.0074218016345928,630,22
synthetic_sv_jump_t,REGARCH-t,0.05,-0.5438884862397498,-1.0711220913692177,0.009188361408882,0.009188361408882,0.1303773988935576,0.0025170091874867,653,6
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.05,-0.5471956231900531,-1.077635094560632,0.009188361408882,0.009188361408882,0.1308667008890126,0.0025653802195555,653,6
synthetic_sv_jump_t,HAR-RV,0.05,-0.920214957783823,-1.8122512151436827,0.0122511485451761,0.0122511485451761,0.1954473290097871,0.0010018748394688,653,8
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.05,-0.971417593946281,-1.9130885671331,0.009188361408882,0.009188361408882,0.2065793986170688,0.0017570277579331,653,6
synthetic_sv_jump_t,RGARCH-t,0.05,-1.2675882448288565,-2.496360570496833,0.006125574272588,0.006125574272588,0.260380936199832,0.0011879173979472,653,4
