,Naive-RV,HAR-RV,"GARCH(1,1)-t","GARCH(1,2)-t","GARCH(2,1)-t","Generalized-GARCH(2,2)-t","GJR-GARCH(1,1)-t","Threshold-GARCH(1,1)-t","EGARCH(1,1)-t","EGARCH(2,1)-t","FIGARCH(1,1)-t","APGARCH/APARCH(1,1)-t","APGARCH/APARCH(2,1)-t",RGARCH-t,"ARMA(1,1)-RGARCH-t",REGARCH-t,"ARMA(1,1)-REGARCH-t"
1328,3.3066087503597066,3.412372139767098,,,,,,,,,,,,2.5771909681421095,2.5166232521539236,3.06142392016145,0.9811471660724382
1329,3.281522250260209,3.3877940616030933,,,,,,,,,,,,2.622731416681893,2.5603867243603657,3.109032074083251,0.9890836915422083
1330,3.2935694504799895,3.4049423014929148,,,,,,,,,,,,2.603942276848086,2.5423321941323795,3.0534839485696956,0.9879514705430696
1331,3.3192309674928433,3.44055054393444,,,,,,,,,,,,2.612966317181294,2.551003673142426,3.0603709593009074,0.9879250839320499
1332,3.194494328952195,3.292612338608146,,,,,,,,,,,,2.6321821125077727,2.56946717572619,3.0203372414099765,1.0027224733174858
1333,3.00281549943906,3.0718516297525813,,,,,,,,,,,,2.5386979021399068,2.479622613961373,3.070759598516264,0.9707569237753719
1334,2.071656162220071,1.991951541614722,,,,,,,,,,,,2.394642187843745,2.341072607901,2.8482340681646034,0.9401969961282896
1335,2.0896789321387494,2.059878965052973,,,,,,,,,,,,1.686733436357289,1.6581294504398967,2.280558546400534,0.7783461003699843
1336,1.9130713993277761,1.9007585720406899,,,,,,,,,,,,1.7005833924898237,1.6715289114932874,2.239721622353805,0.7744295140544556
1337,1.935851342725139,1.9776934309402012,,,,,,,,,,,,1.5645679774656773,1.5398583213248067,2.012129892093508,0.7376497727402721
1338,1.9825481017529947,2.075644982648206,,,,,,,,,,,,1.5821502613950893,1.556888738748664,2.0639437198831976,0.7385676333512647
1339,1.990895671907252,2.097715598781586,,,,,,,,,,,,1.618156295095507,1.5917554850778102,2.124309343429397,0.7388103692566667
1340,1.8971751984463232,2.000286385170954,,,,,,,,,,,,1.6245877492613066,1.5979821581990137,2.1322586174538634,0.7407804439214488
