Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.01,-0.3881587118388044,-0.5845089190561384,0.0,0.0,0.0711555239983735,0.0,602,0
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.01,-0.3964991832548496,-0.5970684205773505,0.0,0.0,0.0721662154716854,0.0,602,0
synthetic_rough_long_memory,"GARCH(1,2)-t",0.01,-0.3965076063216096,-0.5970811044550965,0.0,0.0,0.0721662427334256,0.0,602,0
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.01,-0.3563211955568846,-0.5365663850879576,0.0049833887043189,0.0049833887043189,0.0724844623203931,0.0007735684542894,602,3
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.01,-0.376915032913414,-0.5675776215882525,0.0016611295681063,0.0016611295681063,0.0724864293413574,0.000446584995938,602,1
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.01,-0.3769133853078529,-0.567575140540897,0.0016611295681063,0.0016611295681063,0.0724864553144413,0.0004465507694656,602,1
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.01,-0.3890636047654278,-0.5858715523560497,0.0033222591362126,0.0033222591362126,0.0725868653039992,0.0007359193594942,602,2
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.01,-0.396309733648357,-0.596783137827462,0.0,0.0,0.0726950467127764,0.0,602,0
synthetic_rough_long_memory,"GARCH(2,1)-t",0.01,-0.3967486798086211,-0.5974441250418011,0.0,0.0,0.0726953226200689,0.0,602,0
synthetic_rough_long_memory,"GARCH(1,1)-t",0.01,-0.39674942250051,-0.5974452434246169,0.0,0.0,0.072695347631213,0.0,602,0
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.01,-0.399678041494694,-0.6018553052637768,0.0,0.0,0.0727319738717218,0.0,602,0
synthetic_rough_long_memory,REGARCH-t,0.01,-1.0967088460984276,-1.6514793629532345,0.0,0.0,0.1111145069945628,0.0,647,0
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.01,-1.521467124385217,-2.291101750727084,0.0,0.0,0.1419018897331809,0.0,647,0
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.01,-1.9217889404342656,-2.893926484107259,0.0,0.0,0.1729863259805329,0.0,647,0
synthetic_rough_long_memory,RGARCH-t,0.01,-2.0814823402536367,-3.1344008407605854,0.0,0.0,0.1855377389466911,0.0,647,0
synthetic_rough_long_memory,HAR-RV,0.01,-2.5123321215559127,-3.7831961202779754,0.0,0.0,0.2199254111828651,0.0,647,0
