Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,HAR-RV,0.1403125819889897,0.0657189428016173,8.250716535892673,0.6348647671765629
synthetic_rough_long_memory,RGARCH-t,0.407874463480236,0.2976712831682357,30.53922103761569,0.7201976317055258
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.5022959951614735,0.3812851044314067,40.93493320508685,0.8243890767145172
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.8597984761675506,0.6163567393628681,58.34810505856037,1.3229607576652296
synthetic_rough_long_memory,REGARCH-t,1.006292519026977,0.7643026837606417,79.83183866874384,3.238526905277746
synthetic_rough_long_memory,"FIGARCH(1,1)-t",1.2302847372403856,0.9550682044826316,97.33695901784388,38.68376627856433
synthetic_rough_long_memory,"GARCH(1,1)-t",1.2307724966322937,0.9554436495311032,97.37360904979036,39.24618276762764
synthetic_rough_long_memory,"GARCH(2,1)-t",1.230772801393477,0.9554438041367812,97.37360449798231,39.24626234247025
synthetic_rough_long_memory,"GARCH(1,2)-t",1.230808460185218,0.9554573910128872,97.37429557361554,39.31562119541233
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",1.2308098961755112,0.9554584672529748,97.3743928650053,39.31735009791935
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",1.2309416709994336,0.9555281655029988,97.37801408701984,39.284267801460274
synthetic_rough_long_memory,"EGARCH(1,1)-t",1.2345395809998858,0.9571642158249812,97.42205410355352,39.62538583228232
synthetic_rough_long_memory,"EGARCH(2,1)-t",1.234642774219579,0.9571881059833108,97.41970988495008,40.108392641412856
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",1.2351661005097088,0.958279665474146,97.58754028350717,42.71466817105464
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",1.235166267241942,0.9582798643382368,97.58756456509428,42.714902773792545
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",1.2405054580207433,0.961300200556418,97.7326640546532,46.8907867744319
