Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.025,-0.8264166374671844,-1.2502037387235856,0.0024479804161566705,0.0024479804161566705,0.2017997963892595,0.0014932285812852436,817,2
synthetic_regime_garch,"EGARCH(2,1)-t",0.025,-0.8123832979388823,-1.2289740916549696,0.0036719706242350062,0.0036719706242350062,0.20263943992959005,0.0014587232976217633,817,3
synthetic_regime_garch,"FIGARCH(1,1)-t",0.025,-0.8485061478986837,-1.2836207674667062,0.0024479804161566705,0.0024479804161566705,0.20295984883357143,0.0012708502984702778,817,2
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.025,-0.7676814891573087,-1.1613491601945967,0.0036719706242350062,0.0036719706242350062,0.20300450950049004,0.0008254336336328042,817,3
synthetic_regime_garch,"EGARCH(1,1)-t",0.025,-0.8131853770561575,-1.2301874775740174,0.0036719706242350062,0.0036719706242350062,0.2030568259540209,0.0013388748032468613,817,3
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.025,-0.8127531063951532,-1.2295335381782855,0.0024479804161566705,0.0024479804161566705,0.203058995454071,0.0011899580295924878,817,2
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.025,-0.8127453229930331,-1.2295217634414404,0.0024479804161566705,0.0024479804161566705,0.20305909258585472,0.001189865532002376,817,2
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.025,-0.8230294061976998,-1.2450795325967465,0.0024479804161566705,0.0024479804161566705,0.20318291638400368,0.0013026760709331593,817,2
synthetic_regime_garch,"GARCH(2,1)-t",0.025,-0.827145381436831,-1.2513061831736596,0.0036719706242350062,0.0036719706242350062,0.20346181612238706,0.0015593794930403645,817,3
synthetic_regime_garch,"GARCH(1,1)-t",0.025,-0.8271402943841549,-1.2512984874763728,0.0036719706242350062,0.0036719706242350062,0.20346204947323254,0.001559246468227169,817,3
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.025,-0.8274245724496815,-1.2517285435573438,0.0036719706242350062,0.0036719706242350062,0.20391279180083385,0.0014284750912562291,817,3
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.025,-1.9844686033221892,-3.002105662897535,0.001160092807424594,0.001160092807424594,0.28351866924141855,0.0005376060386151891,862,1
synthetic_regime_garch,REGARCH-t,0.025,-2.0980292841680765,-3.173900350139854,0.0,0.0,0.2928245806400024,0.0,862,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.025,-2.6954094923338645,-4.077617598593724,0.0,0.0,0.34854112143925126,0.0,862,0
synthetic_regime_garch,RGARCH-t,0.025,-4.744759990653915,-7.177876643241171,0.0,0.0,0.5558698036170548,0.0,862,0
synthetic_regime_garch,Naive-RV,0.025,-5.355133859590878,-8.101250711922686,0.0,0.0,0.6203725787458332,0.0,862,0
synthetic_regime_garch,HAR-RV,0.025,-5.408570077246411,-8.182089063992828,0.0,0.0,0.6259755246638222,0.0,862,0
