Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.025,-0.2880126337877512,-0.4166261952380453,0.00468384074941452,0.00468384074941452,0.0643541160998771,0.000832112489883181,427,2
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.025,-0.26745065115818467,-0.38688215076039845,0.01639344262295082,0.01639344262295082,0.06535343380943867,0.0013076924274799278,427,7
synthetic_rough_long_memory,"GARCH(1,2)-t",0.025,-0.2913238921244799,-0.421416113458432,0.00702576112412178,0.00702576112412178,0.06535891165691383,0.0010989089795665173,427,3
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.025,-0.2913201820472731,-0.4214107466266706,0.00702576112412178,0.00702576112412178,0.0653590620971664,0.001098671235741285,427,3
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.025,-0.27875200847929305,-0.40323018883010636,0.0117096018735363,0.0117096018735363,0.06556781067133853,0.0010060540579617597,427,5
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.025,-0.2787532522483541,-0.403231988010805,0.0117096018735363,0.0117096018735363,0.06556786374293874,0.001006048445887531,427,5
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.025,-0.2889829462871464,-0.41802980590434974,0.00936768149882904,0.00936768149882904,0.06572917439968204,0.0007939879974541304,427,4
synthetic_rough_long_memory,"GARCH(1,1)-t",0.025,-0.29148393206561246,-0.4216476200798024,0.0117096018735363,0.0117096018735363,0.0658772222387424,0.0013552805405460805,427,5
synthetic_rough_long_memory,"GARCH(2,1)-t",0.025,-0.2914850896149225,-0.4216492945388651,0.0117096018735363,0.0117096018735363,0.06587731492417595,0.001355238009166288,427,5
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.025,-0.291466164492401,-0.4216219183030145,0.0117096018735363,0.0117096018735363,0.06587744579804836,0.001359807955768287,427,5
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.025,-0.2916398391431181,-0.42187314828548417,0.0117096018735363,0.0117096018735363,0.06588556970738589,0.0013538163121081229,427,5
synthetic_rough_long_memory,REGARCH-t,0.025,-0.4005582455342759,-0.579429643809151,0.0091324200913242,0.0091324200913242,0.07574472053233336,0.001051903302461382,438,4
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.025,-0.42660751016091336,-0.6171113450158516,0.00684931506849315,0.00684931506849315,0.07739726893822571,0.0007123244983737076,438,3
synthetic_rough_long_memory,Naive-RV,0.025,-0.8389220277143667,-1.2135470861517712,0.0,0.0,0.10988453970925316,0.0,438,0
synthetic_rough_long_memory,HAR-RV,0.025,-0.8944076740055005,-1.2938101405899827,0.0,0.0,0.11457578669839508,0.0,438,0
synthetic_rough_long_memory,RGARCH-t,0.025,-1.015314557441904,-1.4687086308462143,0.0,0.0,0.12586753848151752,0.0,438,0
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.025,-1.0764081936829266,-1.5570839527396003,0.0,0.0,0.1319030439525365,0.0,438,0
